message,label
I can cover you,0.0
Me?,0.0
no,0.0
bourrasce,0.0
come on,0.0
let hit,0.0
sry,0.0
moin,0.0
sorry 4 push,0.0
LOL,0.0
Im Spotted at J2!,0.0
Im Spotted at J2!,0.0
Im Spotted at J2!,0.0
Im Spotted at J2!,0.0
Im Spotted at K3!,0.0
bullshit,1.0
bourrasque you brain dead fucking cunt,1.0
Retarded fuck,1.0
spot town pls,0.0
gg,0.0
gg,0.0
pick an arty,0.0
like pick one for christmas or?,0.0
come back,0.0
my bad,0.0
ns,0.0
garage,0.0
w,0.0
ebr hill?,0.0
moin,0.0
ill go,0.0
yup,0.0
aim at hill,0.0
vs their,0.0
yeah,0.0
help us,0.0
great,0.0
nice,0.0
stay alive scouts,0.0
we clear left first,0.0
\,0.0
be careful for su 130 pm,0.0
drush,0.0
comew,0.0
spot su 130 for me,0.0
amx scout out base,0.0
plz,0.0
im low,0.0
amx,0.0
so,0.0
we need it,0.0
i die,0.0
lol,0.0
you have to move now,0.0
either cap or decap,0.0
go here,0.0
provide vision,0.0
bruh,0.0
bruh,0.0
dont drive right into the enemy,0.0
go around,0.0
amx stay alive,0.0
tank should go here,0.0
amx,0.0
can you move,0.0
274 go round plz,0.0
indien,0.0
jderrrr,0.0
no help,2.0
fucking idiot not help,1.0
black full hp,0.0
black prince cap?,0.0
black bot,1.0
cap and force win BP,0.0
cap 1,0.0
force them to vcome out,0.0
let them come hellcat,0.0
no super,0.0
su 130,0.0
he is here,0.0
gj,0.0
gg,0.0
t34 get the vk,0.0
gl,0.0
gj*,0.0
gg nice,0.0
#uff,0.0
cap,0.0
dont go alone,0.0
nah,0.0
nice tier 10,0.0
god and me,0.0
why all one side guys?,0.0
they come and spot our base,0.0
nice rng,0.0
need help akward?,0.0
yeah could do,0.0
that light needs to go,0.0
tell him,0.0
268 here some where,0.0
yes,0.0
he just iht me,0.0
lol,0.0
tpp late,0.0
amx,0.0
is spotting me,0.0
cs,0.0
kill amx ffs,1.0
very easy... :),0.0
cs go in pit,0.0
obj 268 cant hit u,0.0
obj here,0.0
cap e75,0.0
gg,0.0
GOOOO OTHER SIDEEE,0.0
wtf,2.0
what r u waiting,0.0
fucking morons,1.0
get in,0.0
t 103,0.0
get here,0.0
we got this chill,0.0
SLEEP?,0.0
RAT MANTI,1.0
what do you want kpz,0.0
y wanna lose?,0.0
PUSSY NOOB,1.0
yeah sure lemme go proxy spot t100lt and get shot by 10 tanks,0.0
thats a good idea,0.0
45%wr plater,0.0
player,0.0
E50M AND FV,0.0
to be exact,0.0
ARTA,0.0
ight,0.0
be rdy,0.0
pussy manti f ur mother bot,1.0
gl,0.0
rat report,0.0
nah gl,0.0
you will defo,0.0
win,0.0
surely,0.0
suuurely,0.0
go garage noob,1.0
40% wr player,0.0
57,0.0
for me :),0.0
bought that tank with daddys credit card,1.0
manti,0.0
what was your bush ?,0.0
wym what bush i just proxied like our kpz wanted,0.0
ah,0.0
i knew the outcome,0.0
sibal,0.0
both arty there,0.0
arty,0.0
RUSH THE HILL U MORON,1.0
nooooo,0.0
you can't rush hill,0.0
U OUTNUMBER THEM FFS,1.0
crossfire,0.0
stupid,0.0
FUCK THE PROGETTO,1.0
HE WILL BE OUT OF AMMO TOO,0.0
fucking hopeless,0.0
push,0.0
rats,0.0
go 121b,0.0
click click,0.0
blind,0.0
...,0.0
wtf,0.0
outspotted by an FV,0.0
FV OP,0.0
ffs,2.0
why nobody caps?,0.0
you can't cap,2.0
it's prokho,0.0
261,0.0
stop your tank,0.0
and shoot,0.0
this is epic,0.0
ammo end,0.0
help team,0.0
kill bc and show must go on,0.0
10K spot XD,0.0
please platoon,0.0
gg,0.0
No arty,0.0
:(,0.0
su 130,0.0
someone hit t32 with HE,0.0
gg,0.0
amx blind,1.0
damm kill arty,1.0
ramm ? bot,1.0
го на базу,0.0
hidden,0.0
bassetto,0.0
see grille ?,0.0
но,0.0
ахахаа,0.0
churchill join the batt;e,0.0
report our bot churchill playing arty,1.0
shit head,1.0
we got all the bots thanks mm and gj churchill,0.0
"Churchil, go!",0.0
churchill try another game where you play by yourself please,0.0
dorry,0.0
gg,0.0
Im Spotted at E6!,0.0
Im Spotted at F5!,0.0
Im Spotted at F5!,0.0
fckin stb,1.0
report stb,0.0
idiot,1.0
stupid,1.0
hero 67 reported,0.0
"SturmTiger1938 (E 100), you are blocking my target!",0.0
wer?,0.0
ok,0.0
vz here,0.0
arta support strv,0.0
gg,0.0
ujhre jncnhtkzqnt,0.0
f nj ;bpyb ytlflen,0.0
gjnjv,0.0
снаряды не летят,0.0
опять подкруточки от ВГ,0.0
одно попадание за бой,0.0
ору просто,0.0
скину реплей на вотреплейс,0.0
пускай раскажут как это работает,0.0
а я попался на бабаху,0.0
один вычтрел и меня нет,0.0
ясно,0.0
quite many lights,0.0
so many light,0.0
lmao,0.0
yeah,0.0
hi :),0.0
new meta,0.0
hi,0.0
LEFT flank BACK,0.0
"i need to bring my little son to bed, order from my wife. I'll be back in 10 minutes",0.0
back,0.0
congrats!!!!!!!!!,0.0
thanks,0.0
пизадец олени играют,0.0
moove,0.0
all report gardijac for bot,0.0
please all report usles gardijac for bot,1.0
noob reported to wg,1.0
Thanks for helps idiots !,1.0
***gardijac reported to wg for bot,1.0
all report gardijac,0.0
report him all,0.0
please,0.0
***camper,1.0
moove bot,1.0
report him,0.0
report him for afk,2.0
reported,0.0
sta and gsor one shots,0.0
ok,0.0
"gsor must be in reload, 3/4 at me",0.0
nice su!!,0.0
arty be redy,0.0
tnx,0.0
arty wait,0.0
gg,0.0
thanks guys,0.0
you safed my a55,0.0
;),0.0
reload,0.0
gg,0.0
L O L,0.0
also,0.0
W T F,1.0
sigh,2.0
"thats game, solid map awareness",0.0
well uh,0.0
you are a heavy,1.0
going where mediums go,0.0
tf,0.0
yeah that was teh definition of map awarenes... lol,0.0
"we had two tanks that side, please learn to read a map",0.0
the only heavy,0.0
u are dumb,1.0
kv5 bot,0.0
bought your acc,1.0
"this isnt a hull down hill tank, i went where i could push",0.0
cant wait to see your sub 50 win rate buddy,0.0
always a pleasure looking at that after a game,0.0
idiots team,1.0
adios mega idiots,1.0
super hellcat,0.0
ho0me,0.0
gg wp,0.0
is3 rapport,0.0
252u afk?,0.0
let me go,0.0
omfg,2.0
omg he will win,0.0
obj woke up,0.0
wait for him,0.0
game crash,0.0
go to j9 help him,0.0
hi guys,0.0
va fut in gura,3.0
вдалого бою всім!!!,0.0
амінь ),0.0
почему выстрел неработает?,2.0
уже не первый раз такая хуйня,0.0
как я сука не здох,2.0
ещё и доигрывать теперь,0.0
"Sankakpyt (Т-100 ЛТ), не мешай стрелять! Уйди с линии огня по противнику!",0.0
wow this is slow,0.0
sold mine ;),0.0
worst wg prezzie ever,2.0
ns,0.0
amx and 25/3 down range,0.0
:|,0.0
ty,0.0
if he peaks we get him,0.0
gg,0.0
sheesh,0.0
lkol,0.0
gj t30,0.0
:(,0.0
you raped obj 279e,0.0
lemminge,0.0
man man man,0.0
omg,0.0
all oneshot,0.0
i have 11k dmg,0.0
if you thorw this,0.0
omg,0.0
cap,0.0
move where IS 7,0.0
is,0.0
jpz,0.0
arty dous not have angle,0.0
siiii,0.0
oo,0.0
top tier :O,0.0
"Rytis_P[B-D-J] (Skorpion G), you're blocking my line of fire!",0.0
"panther ,arta will melt you there",0.0
sry,0.0
THNX IDIOTS,0.0
what did we had to do?,0.0
och,0.0
sry,0.0
didnt see that u have fall,0.0
GET ME BACK ... A LITLE,0.0
Im Spotted at J2!,0.0
arti run,0.0
i am coming,0.0
Im Spotted at J2!,0.0
Im Spotted at J2!,0.0
Im Spotted at J2!,0.0
oh no,0.0
lagggg,0.0
behind,0.0
nice,0.0
nice,0.0
attack,0.0
gg,0.0
xdd,0.0
xddddd,0.0
thx and replay get send,0.0
hahahhaa,0.0
?,0.0
277,0.0
:PPPPP,0.0
he pushed me into jagd e,0.0
OH,0.0
XD,0.0
Im Spotted at H6!,0.0
Im Spotted at G5!,0.0
Im Spotted at E5!,0.0
Im Spotted at E6!,0.0
Im Spotted at F0!,0.0
Im Spotted at F0!,0.0
Enemy SPG Verbovenko (SU-14-1) just hit me and is now reloading for about 22.05s.,0.0
УМРИ,0.0
НЫАААА...,0.0
Going to hill,0.0
rgr,0.0
brrrtt,0.0
push south,0.0
your alone you might not wanna move up,0.0
just need a visual,0.0
getting derp gun then,0.0
faster reload isn't always the best it seems.,0.0
5 minutes left,0.0
Geladen?,0.0
come on matilda move up,0.0
we will get flanked,0.0
LRETS GO,0.0
wow not played well,0.0
go,0.0
all,0.0
gg,0.0
gg,0.0
gg,0.0
banned map,0.0
they get into cap,0.0
gg,0.0
safe heaven,0.0
report,0.0
#NAME?,0.0
:),0.0
cant ban them all,0.0
**** berlin,1.0
i hate berlin,2.0
is ok :),0.0
fully aimed shots missing,0.0
ah **** it,0.0
niiiiice,0.0
well done so far,0.0
good,0.0
gg,0.0
considering the map,0.0
good,0.0
fk idiots thgx for play for fun mothr fuckers,1.0
RETARDS,1.0
"guys, stop playing high tiers",0.0
all of u went on the hill,0.0
nice job scouts!,0.0
nice,0.0
church in bushes,0.0
ill go to cap,0.0
ok,0.0
retturn to enemy base!!!,0.0
loss. we had to cap guys,0.0
shot base,0.0
niceee,0.0
ruuuun,0.0
i am,0.0
fuk,2.0
turbo!! hahaha,0.0
f..kyou all,1.0
i'm out,0.0
дауны,0.0
stop cap pls,0.0
campers,0.0
umm fixed batle bouncing off side of tier 4 dw2,0.0
fuck team,1.0
fuck team,1.0
fuck team,1.0
no help,2.0
J5 and C2,0.0
wow that mars has any amazing accuracy,0.0
it never missed one shot at me,0.0
gsor,0.0
useless shits,1.0
DUMB,2.0
noobs,1.0
gg :D,0.0
fu twam,1.0
KV 2 ???,0.0
gg,0.0
кролики на горке,0.0
лт светите,0.0
FV304,0.0
M53/M55,0.0
Char Futur 4,0.0
Im Spotted at B1!,0.0
Im Spotted at B1!,0.0
Im Spotted at B1!,0.0
Im Spotted at C2!,0.0
Im Spotted at D3!,0.0
Im Spotted at D3!,0.0
Im Spotted at D3!,0.0
Im Spotted at D3!,0.0
eat shit faggot,3.0
"Conq careful, I go vity",0.0
city*,0.0
fuuuck you!!!,1.0
camper shit,1.0
they are all city,0.0
gg,0.0
strv spot,0.0
gg,0.0
gg,0.0
Im Spotted at B7!,0.0
Im Spotted at A7!,0.0
Im Spotted at A7!,0.0
Im Spotted at D6!,0.0
Im Spotted at D6!,0.0
lol,0.0
best shot ever ;),0.0
Im Spotted at C4!,0.0
sorry can't help,0.0
gg,0.0
at 7,0.0
f.u mother,0.0
AT 7,0.0
?,0.0
f.uckkk yourrr mother,3.0
anani avradini bacini s??k??y??m,0.0
at7,0.0
bacini kanirtiyim,0.0
AT 7,0.0
anani hop??lata hoplata s??k??y??m,0.0
orospu ??ocu??u,0.0
נפ שגג צק פךז,0.0
עע,0.0
moron,1.0
bp add me plz,0.0
gg,0.0
love you &lt;3,0.0
not good game,0.0
fuicking RNG,1.0
фв смотрите,0.0
Засвет в квадрате C3!!!,0.0
Засвет в квадрате E2!!!,0.0
Засвет в квадрате G1!!!,0.0
Засвет в квадрате E1!!!,0.0
:),0.0
JAL.....,0.0
:),0.0
MOLODECCCCCCCCCCC,0.0
STAN ZAXVAT ON PREDYOT,0.0
POTOM UBEGAY,0.0
DA NU NA XUY,0.0
POBEA,0.0
NE USPEET,0.0
красава,0.0
A VSYO ON IDEOT',0.0
"Une saloperie me vois, je suis spot Bordel B6!",0.0
"Une saloperie me vois, je suis spot Bordel B6!",0.0
"Une saloperie me vois, je suis spot Bordel B6!",0.0
"Une saloperie me vois, je suis spot Bordel B6!",0.0
"Une saloperie me vois, je suis spot Bordel B6!",0.0
"Une saloperie me vois, je suis spot Bordel B6!",0.0
bisonte wtf are you doing,1.0
"Une saloperie me vois, je suis spot Bordel B5!",0.0
bisonte afk,0.0
scorpion how did you manage to flip?,0.0
bisconte you have track you can move you know?,0.0
bishop help him,0.0
gj idiots,2.0
rep bisonte,0.0
lose this pls,2.0
bye,0.0
reported him as ***,1.0
arty too,0.0
yes,0.0
he had them both one shot if hit,0.0
omfg what a skills from a german Bratwurst gehirn,1.0
loooseee,2.0
"bisconte go play legi, baRBIE OR IN THW SABDPIT..",3.0
*** MORONS,1.0
bissonte reported,0.0
nah if he *** legos he wouldnt be this stupid,0.0
ful hp,0.0
full he lolol,0.0
to bot,0.0
lol,0.0
can all charge him at once,0.0
average 279 enjoyer,0.0
wins the game again,0.0
gg bots,1.0
O.o,0.0
good luck,0.0
Das hab ich so uch npoch nicht gesehen,0.0
2 vs 1,0.0
gg,0.0
krass,0.0
thanks for 3 moe team,0.0
gratz arty,0.0
cap,0.0
skorp,0.0
imam poziv,0.0
odigraj koju,0.0
Im Spotted at E5!,0.0
Im Spotted at E6!,0.0
Im Spotted at E6!,0.0
Im Spotted at E6!,0.0
Im Spotted at E6!,0.0
Im Spotted at F5!,0.0
Im Spotted at G5!,0.0
where is char?,0.0
reloud he,0.0
gg,0.0
gg,0.0
gg,0.0
w,0.0
oh ffs the ebr 105 is AFK BOT,1.0
ya est?? bien de estar todo el d??a acusando,0.0
"nice, lion is a rigging suicide bot, ebr 105 refusing to spot anything",1.0
jagdttiger insufficient brain for english,1.0
t55a i report you,0.0
"dont think your 44% brain can find the report option, but go ahead baby",0.0
i will send the video to wot in a ticket,0.0
ok,0.0
"dear mommy, the T55A was poiting out that i'm really bad and i dont like hearing the truth. please help. regards, the 44% jagdtiger'",0.0
push,0.0
they're charging,0.0
gg,0.0
cappp,0.0
tier 8,0.0
what now,0.0
thx lights,0.0
useless lights,0.0
me and 1ht,0.0
thx,0.0
take out art?,0.0
ty,0.0
where,0.0
thx,0.0
where is leo?,0.0
ill yolo leo,0.0
gg,0.0
f,0.0
ggs,0.0
\sorry,0.0
da i futui mortii in gat ca mi a bulit tancu,2.0
"smart t 34-85, those ******* are all in ambush...wait ig one by one",1.0
gl,0.0
yeees,0.0
good job!,0.0
M with big M,0.0
yeeeeeeeees,0.0
you are my wot idol,0.0
czesc,0.0
move,0.0
gg,0.0
m8 bot,1.0
finally 3 moe,0.0
dont show ass omg,2.0
in other face,0.0
kv 1 s idiot,1.0
turn,0.0
together mongol kids,1.0
gg,0.0
stupid team,1.0
behind u t26e4,0.0
257 u trolling right?,0.0
strv,0.0
one tank pls,0.0
lt pls,0.0
t49 can u spot a1?:,0.0
char just go there,0.0
spot the light,0.0
su dumb u are,1.0
pierdole to gowno,1.0
bot,0.0
pls go back defense,0.0
or lose,2.0
they wont push,0.0
"94,99% moe",0.0
omfg,2.0
useless retards,1.0
what you shoot iq winner,2.0
move gibbon,0.0
bot,1.0
useless jewish monkeys,1.0
gg,0.0
:),0.0
TNX,0.0
gg,0.0
ARBAITE FRAI,0.0
TEAM?,0.0
thx idiot!!,1.0
gg team,0.0
TEAMMMMKMJ?,0.0
SHOOT THAT FCKING LIGHT,2.0
gg,0.0
Im Spotted at F6!,0.0
shoot ther,0.0
Im Spotted at F5!,0.0
artty,0.0
blind pls arty,0.0
Im Spotted at F5!,0.0
fck u st2,1.0
ebr e2,0.0
stop hit conq,0.0
arty,0.0
focus blind,0.0
ebr sucks,2.0
the game is over,2.0
ebr go to one spot active,0.0
wtf...,0.0
Im Spotted at F5!,0.0
real,0.0
Im Spotted at F6!,0.0
idiots,1.0
rhm,0.0
ebr,0.0
go foward now,0.0
Im Spotted at F6!,0.0
idiot ebr,1.0
Im Spotted at F5!,0.0
embesil ebr,0.0
fu,1.0
sepuky,0.0
Im Spotted at B8!,0.0
Im Spotted at C9!,0.0
Im Spotted at C9!,0.0
Im Spotted at C8!,0.0
Im Spotted at C7!,0.0
Im Spotted at C8!,0.0
Im Spotted at C8!,0.0
Im Spotted at B0!,0.0
Im Spotted at C0!,0.0
wtf,2.0
Im Spotted at G0!,0.0
T-34-85M go help,0.0
T-34-85M go you ******* idiot,1.0
cry more and call b1tch ur mom ;0,2.0
******* Camper,1.0
the best bush camper i have ever seen,0.0
lol,0.0
the best bush camer i have ever seen,0.0
pls DIE,4.0
run,0.0
hahahaha,0.0
why u cry e25 stuP1d kiddo ;) ??,1.0
why you are so bad,1.0
you are the ******* Bush camper,1.0
pls play hello kitty,1.0
right u are Psychol :) u need ood hosital ;) e25:),1.0
Team need help and you???????????,1.0
naz1 1d1o IS shut uP bot,5.0
02 is ur low iq IS ;) NAZ1 BOT,5.0
report,0.0
TAKE b1tch ur mom and go Putin d1ck suck :) stuP1d naz1 IS ;),5.0
big report,0.0
U CAN ONLY GO SUCK :) STUP1D LOOSERS,1.0
2 Players min on Stream hahaha,0.0
have fun with you bann,2.0
gg,0.0
wow u scared me ;),0.0
enjoy your BANN,2.0
IS ig naz1 sh1t ;)xd,5.0
du ist mein hund hau hau ;)xd,0.0
*bist,0.0
seid wann k??nen affen reden?,1.0
danke hahaha,0.0
crying loosers,2.0
gg team,0.0
fu ck l??we,1.0
go,0.0
SU was there,0.0
fit map,0.0
like toiley 2[2,0.0
toilet,0.0
map for 3 lvl fit,0.0
eat Leopard... is badass,0.0
the light one,0.0
Tido81 will you fight?,0.0
its map no fight,0.0
its imbiciles map,0.0
fit map,0.0
TIDO.....,0.0
pedobalnce,0.0
kv2 running for mt)),0.0
ahhaaaa,0.0
fteam,0.0
dont care..is map,0.0
move idiots,1.0
piiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiico,0.0
td stupids,1.0
die all,4.0
die stupid,4.0
a9 d9,0.0
FU,1.0
b0,0.0
a9 b0,0.0
all report FV,0.0
PLS REPORT FV,0.0
dementy,1.0
kill suckers,1.0
zmrdi,1.0
zasrani,2.0
su piiiica,1.0
gg,0.0
well played lights !!,0.0
pls mommy can I be a motherufcking T34 when i grow up!,1.0
boom boom boom boom boom boom booom hit hit hit hit ht hit pen pen pen pen pen pen,0.0
fucking joke,2.0
arty,0.0
to fast... even for the stupiest mission..,1.0
gg,0.0
gj,0.0
amx in help city,0.0
idiot e100,1.0
noob,1.0
e100,0.0
idiot,1.0
hahaha,0.0
??,0.0
the last shot haha,0.0
261 shot ap,0.0
gg,0.0
makuekin nalgon,0.0
cs 59 gg bot,1.0
debil,1.0
fast cap all other side here,0.0
run,0.0
play draw kill arty,0.0
run forest run,0.0
nice decap now,1.0
to late,0.0
where youre damadge all players,2.0
2 cap,0.0
snipe this,0.0
cs44,0.0
sry,0.0
HACKER ??,0.0
idiot,1.0
3 imbecil,1.0
retards,1.0
progetto go to fuck IDIOT,1.0
reported,0.0
done,0.0
eww,0.0
turret ring really? fu wg,1.0
"i mean, A-44 if you are going to take the lead when i'm doing all the damage, then at least do damage",2.0
you just sat there and ate shots,2.0
"man, do your job and run around and spot t50",0.0
use y0ur speed,0.0
dang...t50 did his job and I got killed...you the man T50 :),0.0
just spot,0.0
amx you're all alone on that side,0.0
wow,0.0
p43 are tanks...lol,0.0
asdfjkoa seughfiuagfeiuygaseiyuafweg],0.0
lol,0.0
reload time?,0.0
fck off,2.0
gsor 1010 how ?,0.0
meh,0.0
how you have it ?,0.0
damn,0.0
normal prem shop... but it is like a pershing... okay in every regard but not great in any,0.0
lmao,0.0
ok,0.0
prohably you are mh,0.0
gg,0.0
everyone go middle plz full on mid run!!!,0.0
go middle all,0.0
k,0.0
we win easy,0.0
lets do it!,0.0
yes go middle will win,0.0
"ledmagnt (Luchs), не мешай стрелять!",0.0
luchs swarm best swarm,0.0
spotted,0.0
and tuck in,0.0
t62 in the mid somewhere,0.0
391 and 383 on my 490 alpha gun,0.0
just fuck me,2.0
bots,0.0
camper piece of crao,0.0
help,0.0
this rino,0.0
gg,0.0
this rino did 20x what you did,0.0
cs go cap,0.0
report tiger,0.0
sooo useless team,1.0
another great map,0.0
t50,0.0
Im Spotted at D7!,0.0
is loading,0.0
phew,0.0
he rammed me narrowly,0.0
105 GJ,0.0
cc cap,0.0
arta go cap too,0.0
come on cc,0.0
CC???,0.0
go into cap and force him to come,0.0
BC ty,0.0
261 cap,0.0
all cap,0.0
bc cap,0.0
good,0.0
cc///,0.0
load gold,0.0
stock gun i think,0.0
:),0.0
idiot,1.0
thanks for help,0.0
pls Knutfos! SU!,0.0
wot for dummies,0.0
se fhit idiot,1.0
"u dont accept any good advice, Knutfos!",2.0
"piss of, your an idoot",1.0
u2,0.0
perhaps looking for enemy base?,0.0
do not move,0.0
fight idiottttt,1.0
tu,0.0
SGTDA,0.0
HEFO,0.0
"Mobiele_LigSleuf (T-46), не мешай стрелять &gt;=O!",0.0
gg,0.0
loserteam of doom wtf,2.0
thank you,0.0
stick together,0.0
gg,0.0
gg,0.0
want a top gun?,0.0
ah nvm,0.0
take the south dip,0.0
im all in rushing it,0.0
we need snipers in the back please,0.0
this tank turns so slow,0.0
tree fell,0.0
gg snipers,0.0
im moving up,0.0
cover the back,0.0
its our game to lose,2.0
arty move k6,0.0
bourr i ll help you,0.0
DO NOT UPUSH souuth,0.0
progeto ill rush him,0.0
char cover the rhm,0.0
thanks ill go with u,0.0
rush over to the obj tafter ok,0.0
704 is a problem though,0.0
nice,0.0
they prob went to defend,0.0
cover from here ill go look for su?,0.0
wait need a better angle,0.0
gg on draw,0.0
no way,0.0
f me,2.0
im ruushhing,0.0
skorp on 4 %,0.0
NICE,0.0
gg,0.0
gg,0.0
NICE,0.0
glhf :),0.0
ok,0.0
awesome team,0.0
pls top gun,0.0
gu,0.0
fu,1.0
"cecifat (E 50 M), you are blocking my target!",0.0
lp rly,0.0
kv-4 noooob,0.0
2 side hit,0.0
2 not penetrate,0.0
ok,0.0
gg team gg rush noobs,1.0
where its your fire tvp?,0.0
kreteni,1.0
amazing battle,0.0
gg,0.0
tipical weekend games,0.0
\gg,0.0
qwou,0.0
15% to mark,0.0
gg,0.0
gj,0.0
how am i bouncing,0.0
its fucking green,2.0
come help,0.0
pls,0.0
qq,0.0
Im Spotted at C0!,0.0
Im Spotted at C9!,0.0
Im Spotted at B9!,0.0
wtf guys,1.0
fuck this game :),2.0
gg,0.0
"you need shitty back up, call me",0.0
our light is idiot,2.0
russian tanks having cloaking camo ?,0.0
ty vz55 for help,0.0
they shoot you and you cant even fucking spot them,2.0
FUCKING BS RNG EVERY TIME YOU AIM AT AT RUSSIAN TANK,1.0
come with me,0.0
THX VOLLPIDIOTEN,1.0
im slow,0.0
spotted already,0.0
t100,0.0
*he,0.0
gj cs,0.0
bot,1.0
report,0.0
what a noobs,1.0
gg,0.0
sry,0.0
"Peacemaker_06[_PK-] (Obj. 263), you're blocking my line of fire!",0.0
well played char,0.0
Im Spotted at J2!,0.0
Im Spotted at K3!,0.0
w,0.0
wtf,2.0
sorry,0.0
te v,0.0
te van a hacer cagar aca,2.0
Im Spotted at J2!,0.0
get on cap,0.0
should have in back of hin K-91,0.0
get your ass back and help the wz,1.0
great job wz,0.0
gg wz,0.0
can i get the kill,0.0
9k dmg already,0.0
lol,0.0
chi ri is an idiot,0.0
yes he is,0.0
nice o,0.0
nice idiot,1.0
lot of noobs,1.0
perfect gmae,0.0
retarded light,1.0
gg,0.0
g,0.0
pi??kne kurwa losowanie,1.0
kurwa,2.0
thanks,0.0
you fucking bot,1.0
you must drive into my aim ...,0.0
qqqqqqqqqqqqqqqqqqq,0.0
I've been spotted in B2!,0.0
I've been spotted in B2!,0.0
I've been spotted in B2!,0.0
I've been spotted in B2!,0.0
arty,0.0
change position,0.0
dont go on him,0.0
in bush,0.0
cover in bush,0.0
arty on f9,0.0
team yolo,0.0
lets go,0.0
kill arty go kill him,0.0
nice,0.0
nice,0.0
run,0.0
char kill,0.0
woa lol,0.0
frist lol,0.0
you had em,0.0
waiot char kill,0.0
3 stooges time,0.0
hes reloading,0.0
go,0.0
cap unless hes not 1 hit,2.0
lol,0.0
wtf,0.0
niiice,0.0
wow,0.0
is7 mplaton? mision 2500 dmg,0.0
is back,0.0
kolobanov incomming,0.0
ohh,0.0
omg,0.0
all 1 shots,0.0
arty corner,0.0
he is fast,0.0
you need to hunt,0.0
last,0.0
gg,0.0
#NAME?,0.0
gg,0.0
one more time tier IX and X.... another battle for nothing....,2.0
game over,2.0
tired of this MM.....,2.0
thx for spotting Cobra guys...,0.0
lt go for him,0.0
goooo lt,0.0
ggooo together !!!!,0.0
cap?,0.0
Progetto?,0.0
way camp amx?,2.0
you dont play with arty,0.0
sry,0.0
lol,0.0
gg,0.0
I spot their cross,0.0
please aim for it,0.0
d,0.0
just spot them,0.0
dont shoot,0.0
we shoot for you,0.0
m10 stay in bushes,0.0
I spot him if he comes here,0.0
gg,0.0
gg,0.0
pzz,0.0
poz,0.0
thx fck dirty asshls,1.0
dumme drecksbrut,1.0
british wheeld vehicles??!?,0.0
dont #uck it up.,1.0
yeah,0.0
team of sea sponges...,1.0
setter your an idiot,1.0
a,0.0
stupid dorks,1.0
setter NOOB,1.0
take that back an utter fucking moron,1.0
setter what a pice of shit you are,1.0
МАЛИНОВКА,0.0
***,0.0
гг,0.0
где,0.0
т92 заряжай бб,0.0
ахах,0.0
сука,1.0
блядь,2.0
добреу,0.0
брат,0.0
соси,0.0
подсвтеи потом,0.0
я кину,0.0
суки на артах підари,0.0
я кину,0.0
светите,0.0
уроди!,0.0
фраг дайте!,0.0
***,0.0
минотавр лох,0.0
#ERROR!,0.0
пробить не может,0.0
whats going on team?,0.0
do you guys know that we are winning?,0.0
вгвггвгввгвггвгв лохи,2.0
sorry team,0.0
lets chill,0.0
dont rush woods,0.0
that is death sentence,0.0
AMX???,0.0
wtf,2.0
gg,0.0
LOL,0.0
Im Spotted at J8!,0.0
Im Spotted at J9!,0.0
Im Spotted at J9!,0.0
Im Spotted at J9!,0.0
Im Spotted at J9!,0.0
Im Spotted at H7!,0.0
Im Spotted at G6!,0.0
Im Spotted at C7!,0.0
full hp bc???,0.0
man zieh den finger aus deinem arsch und fahre,1.0
let me fadin,0.0
pls,0.0
last shot,0.0
...,0.0
Im Spotted at F5!,0.0
Im Spotted at G6!,0.0
Mooove your ass,0.0
Im Spotted at E5!,0.0
Im Spotted at E5!,0.0
Im Spotted at E7!,0.0
Im Spotted at F9!,0.0
ok,0.0
je te suis,0.0
борсук ты,1.0
idem,0.0
le bourrasque qui m'a eu,0.0
perso j'ai rien hit je ne sais pas comment il fait serieux,0.0
Засвет в квадрате A1!!!,0.0
как он играет на 50 100,0.0
sergey,0.0
1971 ?,0.0
TCHERNOBYL ...,0.0
52 года,0.0
tchernobyl,0.0
brain,0.0
off,0.0
spotthe lt,0.0
lol,0.0
gg,0.0
gg,0.0
jebac t,0.0
kurwa tyle td,1.0
i zaden,0.0
jebane debile,1.0
rsdvsdrzhsdtubdtfujbdtfbjsdtjdrtjbdrtjdrbrtfujdtzjbudtfujdrsrtuzsrtvusrvuzsrtujbsrtuj,0.0
go,0.0
hori,0.0
this tank is incredible ... gonna buy it for sure,0.0
&lt;3,0.0
how do I play this thing,0.0
with skill,0.0
spot for us maybe,0.0
tvpss hill?,0.0
our scout is patetic noob,0.0
move,0.0
where ?,0.0
on hill ?,0.0
and camp like you ?,0.0
thx obj 705,0.0
cause of you i miss the hit on the IS_7,0.0
damn noob,0.0
sorry,0.0
ideal,0.0
xD,0.0
ich bin raus,0.0
Im Spotted at C8!,0.0
retard team,0.0
retardds you left 3 of them to come on the hill,0.0
"drive your fucking leopard into the water, worthless camper",0.0
fucking useless morons,0.0
эй псина на леопарде,2.0
dog,1.0
where you going bro,0.0
jebnutej kokot,1.0
k 91 retard,1.0
let me alone on base,0.0
when they pushin,0.0
u mongol,1.0
more mongol?? kr??l,0.0
itt is meglesz,0.0
m??g ha semmit se csin??lunk,0.0
ez a sok arty miatt van,0.0
sorry,0.0
Load the Gold and Pray to the RnGGod!,0.0
s.a,0.0
pray TO Allah,0.0
not rng,0.0
